ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES
10223,S24_2000,2019-02-20,38,69.31,2633.78
10236,S24_2000,2019-04-03,36,87.6,3153.6
10250,S24_2000,2019-05-11,32,87.6,2803.2
10263,S24_2000,2019-06-28,37,62.46,2311.02
10275,S24_2000,2019-07-23,30,79.98,2399.4
10285,S24_2000,2019-08-27,39,70.08,2733.12
10297,S24_2000,2019-09-16,32,65.51,2096.32
10308,S24_2000,2019-10-15,47,63.22,2971.34
10318,S24_2000,2019-11-02,26,86.83,2257.58
10329,S24_2000,2019-11-15,37,94.43,3493.9100000000003
10340,S24_2000,2019-11-24,55,79.98,4398.900000000001
10363,S24_2000,2020-01-06,21,171.22,3595.62
10375,S24_2000,2020-02-03,23,106.23,2443.29
10389,S24_2000,2020-03-03,49,81.4,3988.6
10402,S24_2000,2020-04-07,59,87.6,5168.4
10416,S24_2000,2020-05-10,32,87.6,2803.2
10105,S24_2011,2018-02-11,43,147.47,6341.21
10117,S24_2011,2018-04-16,41,126.58,5189.78
10129,S24_2011,2018-06-12,45,133.95,6027.749999999999
10142,S24_2011,2018-08-08,33,102.0,3366.0
10153,S24_2011,2018-09-28,40,136.41,5456.4
10167,S24_2011,2018-10-23,33,115.52,3812.16
10177,S24_2011,2018-11-07,50,121.66,6083.0
10185,S24_2011,2018-11-14,30,105.69,3170.7
10197,S24_2011,2018-11-26,41,110.6,4534.599999999999
10208,S24_2011,2019-01-02,35,122.89,4301.15
10221,S24_2011,2019-02-18,49,138.87,6804.63
10232,S24_2011,2019-03-20,46,122.89,5652.94
10248,S24_2011,2019-05-07,48,145.01,6960.48
10261,S24_2011,2019-06-17,36,125.35,4512.599999999999
10273,S24_2011,2019-07-21,22,126.58,2784.76
10283,S24_2011,2019-08-20,42,126.58,5316.36
10293,S24_2011,2019-09-09,21,140.09,2941.89
10306,S24_2011,2019-10-14,29,110.6,3207.4
10315,S24_2011,2019-10-29,35,120.43,4215.05
10326,S24_2011,2019-11-09,41,105.69,4333.29
10337,S24_2011,2019-11-21,29,71.97,2087.13
10350,S24_2011,2019-12-02,34,50.33,1711.22
10372,S24_2011,2020-01-26,37,105.69,3910.53
10396,S24_2011,2020-03-23,49,116.75,5720.75
10414,S24_2011,2020-05-06,23,145.01,3335.23
10101,S24_2022,2018-01-09,46,53.76,2472.96
10110,S24_2022,2018-03-18,39,44.35,1729.65
10124,S24_2022,2018-05-21,22,45.25,995.5
10149,S24_2022,2018-09-12,49,49.28,2414.7200000000003
10173,S24_2022,2018-11-05,27,41.22,1112.94
10182,S24_2022,2018-11-12,31,36.74,1138.94
10193,S24_2022,2018-11-21,20,50.62,1012.4
10205,S24_2022,2018-12-03,24,38.08,913.92
10214,S24_2022,2019-01-26,49,47.94,2349.06
10227,S24_2022,2019-03-02,24,48.38,1161.12
10244,S24_2022,2019-04-29,39,45.25,1764.75
10255,S24_2022,2019-06-04,37,45.7,1690.9
10280,S24_2022,2019-08-17,45,47.49,2137.05
10289,S24_2022,2019-09-03,45,48.38,2177.1
10304,S24_2022,2019-10-11,44,39.42,1734.48
10312,S24_2022,2019-10-21,23,37.63,865.49
10322,S24_2022,2019-11-04,30,116.67,3500.1
10332,S24_2022,2019-11-17,26,85.52,2223.52
10345,S24_2022,2019-11-25,43,53.76,2311.68
10356,S24_2022,2019-12-09,26,31.86,828.36
10367,S24_2022,2020-01-12,28,30.59,856.52
10380,S24_2022,2020-02-16,27,68.35,1845.45
10391,S24_2022,2020-03-09,24,168.42,4042.08
10421,S24_2022,2020-05-29,40,45.7,1828.0
10103,S24_2300,2018-01-29,36,102.23,3680.28
10114,S24_2300,2018-04-01,21,139.29,2925.09
10126,S24_2300,2018-05-28,27,126.51,3415.77
10140,S24_2300,2018-07-24,47,108.62,5105.14
10151,S24_2300,2018-09-21,42,121.4,5098.8
10165,S24_2300,2018-10-22,32,145.68,4661.76
10175,S24_2300,2018-11-06,28,106.07,2969.96
10184,S24_2300,2018-11-14,24,145.68,3496.32
10194,S24_2300,2018-11-25,49,117.57,5760.929999999999
10207,S24_2300,2018-12-09,46,148.24,6819.040000000001
10217,S24_2300,2019-02-04,28,112.46,3148.88
10229,S24_2300,2019-03-11,48,118.84,5704.32
10246,S24_2300,2019-05-05,29,121.4,3520.6000000000004
10259,S24_2300,2019-06-15,47,112.46,5285.62
10271,S24_2300,2019-07-20,43,130.35,5605.05
10281,S24_2300,2019-08-19,25,111.18,2779.5
10291,S24_2300,2019-09-08,48,112.46,5398.08
10305,S24_2300,2019-10-13,24,132.9,3189.6000000000004
10313,S24_2300,2019-10-22,42,132.9,5581.8
10324,S24_2300,2019-11-05,31,123.24,3820.44
10334,S24_2300,2019-11-19,42,131.62,5528.04
10348,S24_2300,2019-11-01,37,161.66,5981.42
10358,S24_2300,2019-12-10,41,138.65,5684.650000000001
10371,S24_2300,2020-01-23,20,172.47,3449.4
10382,S24_2300,2020-02-17,20,132.72,2654.4
10412,S24_2300,2020-05-03,70,121.4,8498.0
10425,S24_2300,2020-05-31,49,112.46,5510.54
10108,S24_2360,2018-03-03,35,58.87,2060.45
10121,S24_2360,2018-05-07,32,76.88,2460.16
10135,S24_2360,2018-07-02,29,61.64,1787.56
10145,S24_2360,2018-08-25,27,60.95,1645.65
10169,S24_2360,2018-11-04,38,74.11,2816.18
10180,S24_2360,2018-11-11,35,72.03,2521.05
10190,S24_2360,2018-11-19,42,76.19,3199.98
10211,S24_2360,2019-01-15,21,63.72,1338.12
10224,S24_2360,2019-02-21,37,80.34,2972.58
10237,S24_2360,2019-04-05,26,79.65,2070.9
10252,S24_2360,2019-05-26,47,65.8,3092.6
10264,S24_2360,2019-06-30,37,65.1,2408.7
10276,S24_2360,2019-08-02,46,75.49,3472.54
10285,S24_2360,2019-08-27,38,59.56,2263.28
10299,S24_2360,2019-09-30,33,66.49,2194.17
10309,S24_2360,2019-10-15,24,56.1,1346.4
10319,S24_2360,2019-11-03,31,81.73,2533.63
10330,S24_2360,2019-11-16,42,81.03,3403.26
10341,S24_2360,2019-11-24,32,103.35,3307.2
10355,S24_2360,2019-12-07,41,70.65,2896.65
10363,S24_2360,2020-01-06,43,61.23,2632.89
10375,S24_2360,2020-02-03,20,102.3,2046.0
10390,S24_2360,2020-03-04,35,65.13,2279.55
10403,S24_2360,2020-04-08,27,79.65,2150.55
10110,S24_2766,2018-03-18,43,78.15,3360.4500000000003
10124,S24_2766,2018-05-21,32,72.7,2326.4
10148,S24_2766,2018-09-11,21,73.6,1545.6
10161,S24_2766,2018-10-17,20,107.23,2144.6
10172,S24_2766,2018-11-05,22,74.51,1639.22
10182,S24_2766,2018-11-12,36,73.6,2649.6
10192,S24_2766,2018-11-20,46,83.6,3845.6
10204,S24_2766,2018-12-02,47,96.32,4527.04
10212,S24_2766,2019-01-16,45,88.14,3966.3
10227,S24_2766,2019-03-02,47,88.14,4142.58
10241,S24_2766,2019-04-13,47,94.5,4441.5
10267,S24_2766,2019-07-07,38,87.24,3315.12
10279,S24_2766,2019-08-09,49,79.97,3918.53
10288,S24_2766,2019-09-01,35,80.87,2830.4500000000003
10302,S24_2766,2018-10-06,49,108.14,5298.86
10311,S24_2766,2019-10-16,28,93.6,2620.8
10321,S24_2766,2019-11-04,30,72.7,2181.0
10332,S24_2766,2019-11-17,39,86.72,3382.08
10346,S24_2766,2019-11-29,25,115.07,2876.75
10368,S24_2766,2020-01-19,40,102.68,4107.200000000001
10380,S24_2766,2020-02-16,36,37.5,1350.0
10407,S24_2766,2020-04-22,76,94.5,7182.0
10420,S24_2766,2020-05-29,39,100.87,3933.93
10104,S24_2840,2018-01-31,44,39.6,1742.4
10114,S24_2840,2018-04-01,24,30.06,721.4399999999999
10127,S24_2840,2018-06-03,39,38.19,1489.41
10141,S24_2840,2018-08-01,21,42.43,891.03
10151,S24_2840,2018-09-21,30,40.31,1209.3000000000002
10165,S24_2840,2018-10-22,27,31.82,859.14
10175,S24_2840,2018-11-06,37,31.12,1151.44
10184,S24_2840,2018-11-14,42,31.82,1336.44
10195,S24_2840,2018-11-25,32,28.29,905.28
10207,S24_2840,2018-12-09,42,29.7,1247.4
10219,S24_2840,2019-02-10,21,40.31,846.51
10229,S24_2840,2019-03-11,33,32.88,1085.0400000000002
10246,S24_2840,2019-05-05,49,36.07,1767.43
10259,S24_2840,2019-06-15,31,33.24,1030.44
10271,S24_2840,2019-07-20,38,41.72,1585.36
10281,S24_2840,2019-08-19,20,40.66,813.1999999999999
10292,S24_2840,2019-09-08,39,30.06,1172.34
10305,S24_2840,2019-10-13,48,31.47,1510.56
10314,S24_2840,2019-10-22,39,37.13,1448.0700000000002
10324,S24_2840,2019-11-05,30,111.27,3338.1
10335,S24_2840,2019-11-19,33,37.13,1225.2900000000002
10349,S24_2840,2019-12-01,36,37.13,1336.68
10358,S24_2840,2019-12-10,36,82.94,2985.84
10371,S24_2840,2020-01-23,45,123.24,5545.8
10383,S24_2840,2020-02-22,40,152.24,6089.6
10394,S24_2840,2020-03-15,46,38.9,1789.4
10412,S24_2840,2020-05-03,30,36.07,1082.1
10425,S24_2840,2020-05-31,31,33.24,1030.44
10106,S24_2841,2018-02-17,49,74.68,3659.32
10119,S24_2841,2018-04-28,41,59.6,2443.6
10131,S24_2841,2018-06-16,35,67.14,2349.9
10143,S24_2841,2018-08-10,27,60.97,1646.19
10155,S24_2841,2018-10-06,23,72.62,1670.2600000000002
10167,S24_2841,2018-10-23,21,69.88,1467.48
10178,S24_2841,2018-11-08,34,80.84,2748.56
10186,S24_2841,2018-11-14,22,69.2,1522.4
10198,S24_2841,2018-11-27,48,67.82,3255.36
10222,S24_2841,2019-02-19,32,81.53,2608.96
10249,S24_2841,2019-05-08,20,67.82,1356.4
10262,S24_2841,2019-06-24,24,67.14,1611.36
10274,S24_2841,2019-07-21,40,65.08,2603.2
10284,S24_2841,2019-08-21,30,73.99,2219.7
10296,S24_2841,2019-09-15,21,71.25,1496.25
10307,S24_2841,2019-10-14,25,75.36,1884.0
10316,S24_2841,2019-11-01,34,63.71,2166.14
10328,S24_2841,2019-11-12,48,58.92,2828.16
10339,S24_2841,2019-11-23,55,112.99,6214.45
10351,S24_2841,2019-12-03,25,74.68,1867.0
10373,S24_2841,2020-01-31,38,70.44,2676.72
10386,S24_2841,2020-03-01,39,55.96,2182.44
10398,S24_2841,2020-03-30,28,57.55,1611.4
10400,S24_2841,2020-04-01,24,61.66,1479.84
10415,S24_2841,2020-05-09,21,67.82,1424.2199999999998
10110,S24_2887,2018-03-18,46,129.18,5942.280000000001
10124,S24_2887,2018-05-21,25,93.95,2348.75
10148,S24_2887,2018-09-11,34,129.18,4392.12
10161,S24_2887,2018-10-17,25,110.39,2759.75
10173,S24_2887,2018-11-05,23,118.61,2728.03
10182,S24_2887,2018-11-12,20,119.79,2395.8
10192,S24_2887,2018-11-20,23,132.71,3052.3300000000004
10204,S24_2887,2018-12-02,42,101.0,4242.0
10213,S24_2887,2019-01-22,27,103.35,2790.45
10227,S24_2887,2019-03-02,33,131.53,4340.49
10241,S24_2887,2019-04-13,28,98.65,2762.2000000000003
10267,S24_2887,2019-07-07,43,108.04,4645.72
10279,S24_2887,2019-08-09,48,116.27,5580.96
10288,S24_2887,2019-09-01,48,136.23,6539.039999999999
10302,S24_2887,2018-10-06,45,123.31,5548.95
10311,S24_2887,2019-10-16,43,106.87,4595.41
10332,S24_2887,2019-11-17,44,42.26,1859.44
10346,S24_2887,2019-11-29,24,87.24,2093.76
10368,S24_2887,2020-01-19,31,136.23,4223.13
10380,S24_2887,2020-02-16,44,36.29,1596.76
10407,S24_2887,2020-04-22,59,98.65,5820.35
10420,S24_2887,2020-05-29,55,96.3,5296.5
10109,S24_2972,2018-03-10,29,32.1,930.9
10122,S24_2972,2018-05-08,39,30.96,1207.44
10135,S24_2972,2018-07-02,20,35.87,717.4
10147,S24_2972,2018-09-05,25,42.67,1066.75
10171,S24_2972,2018-11-05,36,35.49,1277.64
10181,S24_2972,2018-11-12,37,42.67,1578.79
10192,S24_2972,2018-11-20,30,30.59,917.7
10203,S24_2972,2018-12-02,21,37.0,777.0
10212,S24_2972,2019-01-16,34,43.42,1476.28
10225,S24_2972,2019-02-22,42,36.63,1538.46
10239,S24_2972,2019-04-12,20,44.56,891.2
10253,S24_2972,2019-06-01,40,42.67,1706.8000000000002
10266,S24_2972,2019-07-06,34,40.4,1373.6
10278,S24_2972,2019-08-06,31,38.89,1205.59
10287,S24_2972,2019-08-30,36,39.65,1427.4
10301,S24_2972,2018-10-05,48,34.36,1649.28
10310,S24_2972,2019-10-16,33,41.91,1383.03
10321,S24_2972,2019-11-04,37,33.23,1229.51
10331,S24_2972,2019-11-17,27,42.24,1140.48
10342,S24_2972,2019-11-24,39,40.4,1575.6
10355,S24_2972,2019-12-07,36,38.52,1386.72
10367,S24_2972,2020-01-12,36,139.4,5018.400000000001
10378,S24_2972,2020-02-10,41,142.85,5856.849999999999
10390,S24_2972,2020-03-04,37,132.29,4894.73
10405,S24_2972,2020-04-14,47,44.56,2094.32
10419,S24_2972,2020-05-17,15,42.67,640.0500000000001
10105,S24_3151,2018-02-11,44,72.58,3193.52
10119,S24_3151,2018-04-28,35,87.62,3066.7000000000003
10129,S24_3151,2018-06-12,41,94.71,3883.11
10142,S24_3151,2018-08-08,49,98.25,4814.25
10154,S24_3151,2018-10-02,31,91.17,2826.27
10167,S24_3151,2018-10-23,20,79.66,1593.1999999999998
10177,S24_3151,2018-11-07,45,72.58,3266.1
10185,S24_3151,2018-11-14,33,74.35,2453.55
10197,S24_3151,2018-11-26,47,83.2,3910.4
10208,S24_3151,2019-01-02,20,89.4,1788.0
10222,S24_3151,2019-02-19,47,70.81,3328.07
10233,S24_3151,2019-03-29,40,94.71,3788.4
10248,S24_3151,2019-05-07,30,101.79,3053.7000000000003
10261,S24_3151,2019-06-17,22,91.17,2005.74
10273,S24_3151,2019-07-21,27,103.56,2796.12
10283,S24_3151,2019-08-20,34,92.94,3159.96
10295,S24_3151,2019-09-10,46,84.97,3908.62
10306,S24_3151,2019-10-14,31,84.08,2606.48
10315,S24_3151,2019-10-29,24,86.74,2081.76
10326,S24_3151,2019-11-09,41,85.85,3519.85
10339,S24_3151,2019-11-23,55,195.6,10758.0
10350,S24_3151,2019-12-02,30,100.7,3021.0
10373,S24_3151,2020-01-31,33,57.32,1891.56
10396,S24_3151,2020-03-23,27,83.2,2246.4
10414,S24_3151,2020-05-06,60,101.79,6107.400000000001
10110,S24_3191,2018-03-18,27,73.62,1987.74
10124,S24_3191,2018-05-21,49,83.04,4068.960000000001
10148,S24_3191,2018-09-11,31,73.62,2282.2200000000003
10161,S24_3191,2018-10-17,20,77.05,1541.0
10172,S24_3191,2018-11-05,24,81.33,1951.92
10182,S24_3191,2018-11-12,33,94.17,3107.61
10192,S24_3191,2018-11-20,32,72.77,2328.64
10204,S24_3191,2018-12-02,40,79.62,3184.8
10212,S24_3191,2019-01-16,27,79.62,2149.74
10227,S24_3191,2019-03-02,40,79.62,3184.8
10241,S24_3191,2019-04-13,26,81.33,2114.58
10267,S24_3191,2019-07-07,44,96.74,4256.56
10279,S24_3191,2019-08-09,33,71.06,2344.98
10288,S24_3191,2019-09-01,34,68.49,2328.66
10302,S24_3191,2018-10-06,48,74.48,3575.04
10311,S24_3191,2019-10-16,25,83.04,2076.0
10321,S24_3191,2019-11-04,39,84.75,3305.25
10332,S24_3191,2019-11-17,45,34.19,1538.55
10346,S24_3191,2019-11-29,24,138.58,3325.92
10368,S24_3191,2020-01-19,46,79.62,3662.52
10380,S24_3191,2020-02-16,44,79.06,3478.6400000000003
10407,S24_3191,2020-04-22,13,81.33,1057.29
10420,S24_3191,2020-05-29,35,96.74,3385.9
10108,S24_3371,2018-03-03,30,63.07,1892.1
10122,S24_3371,2018-05-08,34,50.21,1707.14
10135,S24_3371,2018-07-02,27,66.13,1785.5099999999998
10147,S24_3371,2018-09-05,30,68.58,2057.4
10169,S24_3371,2018-11-04,34,50.21,1707.14
10181,S24_3371,2018-11-12,23,65.52,1506.9599999999998
10191,S24_3371,2018-11-20,48,60.01,2880.48
10203,S24_3371,2018-12-02,34,64.9,2206.6000000000004
10211,S24_3371,2019-01-15,48,48.98,2351.04
10225,S24_3371,2019-02-22,24,50.21,1205.04
10238,S24_3371,2019-04-09,47,62.45,2935.15
10253,S24_3371,2019-06-01,24,52.66,1263.84
10266,S24_3371,2019-07-06,47,62.45,2935.15
10276,S24_3371,2019-08-02,20,61.23,1224.6
10287,S24_3371,2019-08-30,20,67.97,1359.4
10300,S24_3371,2018-10-04,31,58.78,1822.18
10310,S24_3371,2019-10-16,38,56.94,2163.72
10320,S24_3371,2019-11-03,26,61.23,1591.98
10331,S24_3371,2019-11-17,25,123.14,3078.5
10342,S24_3371,2019-11-24,48,62.45,2997.6000000000004
10355,S24_3371,2019-12-07,44,62.45,2747.8
10363,S24_3371,2020-01-06,21,116.56,2447.76
10378,S24_3371,2020-02-10,46,41.54,1910.84
10390,S24_3371,2020-03-04,46,52.84,2430.6400000000003
10419,S24_3371,2020-05-17,55,52.66,2896.3
10106,S24_3420,2018-02-17,31,52.6,1630.6
10119,S24_3420,2018-04-28,20,72.98,1459.6
10131,S24_3420,2018-06-16,29,59.18,1716.22
10143,S24_3420,2018-08-10,33,77.59,2560.4700000000003
10155,S24_3420,2018-10-06,34,55.89,1900.26
10167,S24_3420,2018-10-23,32,63.12,2019.84
10178,S24_3420,2018-11-08,27,73.64,1988.28
10186,S24_3420,2018-11-14,21,69.04,1449.84
10198,S24_3420,2018-11-27,27,71.67,1935.09
10222,S24_3420,2019-02-19,43,70.35,3025.05
10249,S24_3420,2019-05-08,25,69.7,1742.5
10262,S24_3420,2019-06-24,46,70.35,3236.1
10274,S24_3420,2019-07-21,24,72.33,1735.92
10284,S24_3420,2019-08-21,39,71.67,2795.13
10296,S24_3420,2019-09-15,31,53.92,1671.52
10307,S24_3420,2019-10-14,22,71.67,1576.74
10316,S24_3420,2019-11-01,47,76.93,3615.710000000001
10328,S24_3420,2019-11-12,20,72.98,1459.6
10339,S24_3420,2019-11-23,29,99.69,2891.01
10351,S24_3420,2019-12-03,38,68.38,2598.44
10361,S24_3420,2019-12-17,34,113.88,3871.92
10373,S24_3420,2020-01-31,46,66.0,3036.0
10386,S24_3420,2020-03-01,35,63.76,2231.6
10398,S24_3420,2020-03-30,34,71.67,2436.78
10400,S24_3420,2020-04-01,38,57.2,2173.6
10415,S24_3420,2020-05-09,18,69.7,1254.6
10110,S24_3432,2018-03-18,37,100.66,3724.42
10124,S24_3432,2018-05-21,43,121.0,5203.0
10148,S24_3432,2018-09-11,27,128.5,3469.5
10161,S24_3432,2018-10-17,30,104.94,3148.2
10172,S24_3432,2018-11-05,22,98.51,2167.2200000000003
10182,S24_3432,2018-11-12,49,127.43,6244.070000000001
10192,S24_3432,2018-11-20,46,121.0,5566.0
10204,S24_3432,2018-12-02,48,91.02,4368.96
10212,S24_3432,2019-01-16,46,87.81,4039.26
10226,S24_3432,2019-02-26,48,92.09,4420.32
10241,S24_3432,2019-04-13,27,86.73,2341.71
10267,S24_3432,2019-07-07,43,118.86,5110.98
10279,S24_3432,2019-08-09,48,128.5,6168.0
10288,S24_3432,2019-09-01,41,118.86,4873.26
10301,S24_3432,2018-10-05,22,96.37,2120.1400000000003
10311,S24_3432,2019-10-16,46,92.09,4236.14
10321,S24_3432,2019-11-04,21,89.95,1888.95
10332,S24_3432,2019-11-17,31,37.18,1152.58
10346,S24_3432,2019-11-29,26,95.88,2492.88
10368,S24_3432,2020-01-19,20,99.58,1991.6
10380,S24_3432,2020-02-16,34,116.27,3953.18
10407,S24_3432,2020-04-22,43,86.73,3729.39
10420,S24_3432,2020-05-29,26,100.66,2617.16
10105,S24_3816,2018-02-11,50,79.67,3983.5
10119,S24_3816,2018-04-28,35,90.57,3169.95
10129,S24_3816,2018-06-12,50,77.99,3899.5
10143,S24_3816,2018-08-10,23,80.51,1851.73
10155,S24_3816,2018-10-06,37,67.93,2513.4100000000003
10167,S24_3816,2018-10-23,29,83.86,2431.94
10178,S24_3816,2018-11-08,21,72.12,1514.52
10186,S24_3816,2018-11-14,36,85.54,3079.44
10197,S24_3816,2018-11-26,22,86.38,1900.36
10222,S24_3816,2019-02-19,46,80.51,3703.46
10248,S24_3816,2019-05-07,23,76.31,1755.13
10262,S24_3816,2019-06-24,49,87.21,4273.29
10273,S24_3816,2019-07-21,48,83.02,3984.96
10283,S24_3816,2019-08-20,33,72.96,2407.68
10296,S24_3816,2019-09-15,22,77.15,1697.3000000000002
10307,S24_3816,2019-10-14,22,91.41,2011.02
10316,S24_3816,2019-11-01,25,92.25,2306.25
10326,S24_3816,2019-11-09,20,92.25,1845.0
10339,S24_3816,2019-11-23,42,59.36,2493.12
10350,S24_3816,2019-12-02,25,60.34,1508.5
10373,S24_3816,2020-01-31,23,104.1,2394.3
10385,S24_3816,2020-02-28,37,85.54,3164.98
10396,S24_3816,2020-03-23,37,90.57,3351.09
10400,S24_3816,2020-04-01,42,72.96,3064.32
10414,S24_3816,2020-05-06,51,76.31,3891.81
10108,S24_3856,2018-03-03,40,136.22,5448.8
10122,S24_3856,2018-05-08,43,127.79,5494.97
10135,S24_3856,2018-07-02,47,134.81,6336.07
10147,S24_3856,2018-09-05,23,126.39,2906.97
10170,S24_3856,2018-11-04,34,112.34,3819.56
10181,S24_3856,2018-11-12,25,154.47,3861.75
10192,S24_3856,2018-11-20,45,140.43,6319.35
10203,S24_3856,2018-12-02,47,148.86,6996.420000000001
10212,S24_3856,2019-01-16,49,141.83,6949.670000000001
10225,S24_3856,2019-02-22,40,113.75,4550.0
10239,S24_3856,2019-04-12,29,154.47,4479.63
10253,S24_3856,2019-06-01,39,132.0,5148.0
10266,S24_3856,2019-07-06,24,122.17,2932.08
10278,S24_3856,2019-08-06,25,126.39,3159.75
10287,S24_3856,2019-08-30,36,119.37,4297.32
10301,S24_3856,2018-10-05,50,154.47,7723.5
10310,S24_3856,2019-10-16,45,122.17,5497.65
10321,S24_3856,2019-11-04,26,155.88,4052.88
10331,S24_3856,2019-11-17,21,149.33,3135.9300000000003
10342,S24_3856,2019-11-24,42,119.37,5013.54
10355,S24_3856,2019-12-07,32,165.71,5302.72
10363,S24_3856,2020-01-06,31,94.58,2931.98
10378,S24_3856,2020-02-10,33,53.27,1757.91
10390,S24_3856,2020-03-04,45,150.29,6763.049999999999
10405,S24_3856,2020-04-14,76,154.47,11739.72
10419,S24_3856,2020-05-17,70,132.0,9240.0
10106,S24_3949,2018-02-17,50,64.83,3241.5
10119,S24_3949,2018-04-28,28,70.29,1968.12
10131,S24_3949,2018-06-16,50,81.89,4094.5
10143,S24_3949,2018-08-10,28,66.19,1853.32
10155,S24_3949,2018-10-06,44,77.11,3392.84
10168,S24_3949,2018-10-28,27,73.02,1971.54
10178,S24_3949,2018-11-08,30,72.33,2169.9
10198,S24_3949,2018-11-27,43,66.19,2846.17
10210,S24_3949,2019-01-12,29,69.6,2018.4
10222,S24_3949,2019-02-19,48,56.64,2718.7200000000003
10235,S24_3949,2019-04-02,33,60.05,1981.65
10250,S24_3949,2019-05-11,40,75.06,3002.4
10262,S24_3949,2019-06-24,48,61.42,2948.16
10275,S24_3949,2019-07-23,41,81.89,3357.49
10284,S24_3949,2019-08-21,21,55.96,1175.16
10296,S24_3949,2019-09-15,32,71.65,2292.8
10308,S24_3949,2019-10-15,43,76.43,3286.49
10316,S24_3949,2019-11-01,30,77.79,2333.7000000000003
10328,S24_3949,2019-11-12,35,76.43,2675.05
10339,S24_3949,2019-11-23,45,96.92,4361.4
10351,S24_3949,2019-12-03,34,59.37,2018.58
10361,S24_3949,2019-12-17,26,142.73,3710.98
10373,S24_3949,2020-01-31,39,73.0,2847.0
10386,S24_3949,2020-03-01,41,73.32,3006.12
10398,S24_3949,2020-03-30,41,68.24,2797.84
10401,S24_3949,2020-04-03,64,60.05,3843.2
10416,S24_3949,2020-05-10,18,75.06,1351.08
10100,S24_3969,2018-01-06,49,34.47,1689.03
10110,S24_3969,2018-03-18,48,34.47,1654.56
10124,S24_3969,2018-05-21,46,33.23,1528.58
10149,S24_3969,2018-09-12,26,38.98,1013.48
10173,S24_3969,2018-11-05,35,33.23,1163.05
10182,S24_3969,2018-11-12,23,42.26,971.98
10193,S24_3969,2018-11-21,22,41.03,902.66
10204,S24_3969,2018-12-02,39,33.23,1295.9699999999998
10214,S24_3969,2019-01-26,44,34.88,1534.72
10227,S24_3969,2019-03-02,27,43.9,1185.3
10242,S24_3969,2019-04-20,46,36.93,1698.78
10280,S24_3969,2019-08-17,33,41.85,1381.05
10288,S24_3969,2019-09-01,33,40.62,1340.4599999999998
10303,S24_3969,2019-10-06,24,40.21,965.04
10312,S24_3969,2019-10-21,31,35.29,1093.99
10332,S24_3969,2019-11-17,41,77.24,3166.84
10346,S24_3969,2019-11-29,22,97.44,2143.68
10368,S24_3969,2020-01-19,46,37.34,1717.64
10380,S24_3969,2020-02-16,43,95.03,4086.29
10408,S24_3969,2020-04-22,15,36.93,553.95
10420,S24_3969,2020-05-29,15,43.49,652.35
10104,S24_4048,2018-01-31,26,112.37,2921.62
10115,S24_4048,2018-04-04,44,126.56,5568.64
10127,S24_4048,2018-06-03,20,96.99,1939.8
10141,S24_4048,2018-08-01,40,94.62,3784.8
10152,S24_4048,2018-09-25,23,121.83,2802.09
10165,S24_4048,2018-10-22,24,99.36,2384.64
10176,S24_4048,2018-11-06,29,100.54,2915.6600000000003
10184,S24_4048,2018-11-14,49,118.28,5795.72
10195,S24_4048,2018-11-25,34,108.82,3699.88
10207,S24_4048,2018-12-09,28,106.45,2980.6
10220,S24_4048,2019-02-12,37,136.02,5032.740000000001
10230,S24_4048,2019-03-15,45,105.27,4737.15
10246,S24_4048,2019-05-05,46,137.2,6311.2
10271,S24_4048,2019-07-20,22,139.57,3070.54
10282,S24_4048,2019-08-20,39,123.01,4797.39
10292,S24_4048,2019-09-08,27,141.94,3832.38
10305,S24_4048,2019-10-13,36,128.93,4641.4800000000005
10314,S24_4048,2019-10-22,38,105.27,4000.26
10325,S24_4048,2019-11-05,44,121.04,5325.76
10336,S24_4048,2019-11-20,31,148.99,4618.6900000000005
10349,S24_4048,2019-12-01,23,138.39,3182.97
10359,S24_4048,2019-12-15,22,118.32,2603.04
10371,S24_4048,2020-01-23,28,50.32,1408.96
10383,S24_4048,2020-02-22,21,93.91,1972.11
10394,S24_4048,2020-03-15,37,140.75,5207.75
10412,S24_4048,2020-05-03,31,137.2,4253.2
10103,S24_4258,2018-01-29,25,114.92,2873.0
10126,S24_4258,2018-05-28,34,105.18,3576.1200000000003
10139,S24_4258,2018-07-16,29,112.97,3276.13
10149,S24_4258,2018-09-12,20,90.57,1811.4
10163,S24_4258,2018-10-20,42,91.55,3845.1
10173,S24_4258,2018-11-05,22,116.87,2571.1400000000003
10183,S24_4258,2018-11-13,47,107.13,5035.11
10193,S24_4258,2018-11-21,20,113.95,2279.0
10206,S24_4258,2018-12-05,33,97.39,3213.87
10215,S24_4258,2019-01-29,39,90.57,3532.23
10228,S24_4258,2019-03-10,33,103.23,3406.59
10244,S24_4258,2019-04-29,40,86.68,3467.2000000000003
10257,S24_4258,2019-06-14,46,78.89,3628.94
10269,S24_4258,2019-07-16,48,97.39,4674.72
10280,S24_4258,2019-08-17,21,78.89,1656.69
10290,S24_4258,2019-09-07,45,114.92,5171.4
10304,S24_4258,2019-10-11,33,101.29,3342.57
10312,S24_4258,2019-10-21,44,111.02,4884.88
10324,S24_4258,2019-11-05,33,189.93,6267.6900000000005
10348,S24_4258,2019-11-01,39,50.31,1962.09
10358,S24_4258,2019-12-10,41,167.0,6847.0
