ORDERNUMBER,CUSTOMERNAME,SALES,DAYS_SINCE_LASTORDER
10407,The Sharp Gifts Warehouse,1057.29,1845
10420,Souveniers And Things Co.,3385.9,1809
10108,Cruz & Sons Co.,1892.1,2628
10122,Marseille Mini Autos,1707.14,2563
10135,Mini Gifts Distributors Ltd.,1785.51,2509
10147,Collectables For Less Inc.,2057.4,2445
10169,"Anna's Decorations, Ltd",1707.14,2386
10181,Herkku Gifts,1506.96,2379
10191,"Toms Spezialitten, Ltd",2880.48,2372
10203,Euro Shopping Channel,2206.6,2361
10211,Auto Canal Petit,2351.04,2318
10225,"Vida Sport, Ltd",1205.04,2281
10238,Danish Wholesale Imports,2935.15,2236
10253,"UK Collectables, Ltd.",1263.84,2184
10266,L'ordine Souveniers,2935.15,2150
10276,Online Mini Collectables,1224.6,2124
10287,"Vida Sport, Ltd",1359.4,2097
10300,"Blauer See Auto, Co.",1822.18,2428
10310,"Toms Spezialitten, Ltd",2163.72,2052
10320,"Volvo Model Replicas, Co",1591.98,2035
10331,Motor Mint Distributors Inc.,3078.5,2022
10342,"Australian Collectors, Co.",2997.6,2016
10355,Euro Shopping Channel,2747.8,2004
10363,Suominen Souveniers,2447.76,1975
10378,Euro Shopping Channel,1910.84,1941
10390,Mini Gifts Distributors Ltd.,2430.64,1919
10419,Salzburg Collectables,2896.3,1846
10106,Rovelli Gifts,1630.6,2667
10119,Salzburg Collectables,1459.6,2598
10131,Gift Ideas Corp.,1716.22,2550
10143,Mini Creations Ltd.,2560.47,2496
10155,"Toys of Finland, Co.",1900.26,2440
10167,Scandinavian Gift Ideas,2019.84,2424
10178,Alpha Cognac,1988.28,2409
10186,"Double Decker Gift Stores, Ltd",1449.84,2404
10198,Cruz & Sons Co.,1935.09,2392
10222,Collectable Mini Designs Co.,3025.05,2309
10249,Cambridge Collectables Co.,1742.5,2232
10262,Euro Shopping Channel,3236.1,2186
10274,Collectables For Less Inc.,1735.92,2160
10284,"Norway Gifts By Mail, Co.",2795.13,2130
10296,"Bavarian Collectables Imports, Co.",1671.52,2106
10307,"Classic Gift Ideas, Inc",1576.74,2078
10316,giftsbymail.co.uk,3615.71,2061
10328,Rovelli Gifts,1459.6,2051
10339,"Tokyo Collectables, Ltd",2891.01,2041
10351,"Stylish Desk Decors, Co.",2598.44,2032
10361,Souveniers And Things Co.,3871.92,2019
10373,"Oulu Toy Supplies, Inc.",3036.0,1975
10386,Euro Shopping Channel,2231.6,1946
10398,Reims Collectables,2436.78,1918
10400,The Sharp Gifts Warehouse,2173.6,1917
10415,"Australian Collectables, Ltd",1254.6,1880
10110,"AV Stores, Co.",3724.42,2664
10124,Signal Gift Stores,5203.0,2601
10148,"Anna's Decorations, Ltd",3469.5,2489
10161,Heintze Collectables,3148.2,2454
10172,Gift Depot Inc.,2167.22,2436
10182,Mini Gifts Distributors Ltd.,6244.07,2430
10192,Online Diecast Creations Co.,5566.0,2423
10204,Muscle Machine Inc,4368.96,2412
10212,Euro Shopping Channel,4039.26,2368
10226,Collectable Mini Designs Co.,4420.32,2328
10241,Mini Caravy,2341.71,2283
10267,Muscle Machine Inc,5110.98,2199
10279,Euro Shopping Channel,6168.0,2167
10288,Handji Gifts& Co,4873.26,2145
10301,"Norway Gifts By Mail, Co.",2120.14,2477
10311,Euro Shopping Channel,4236.14,2102
10321,FunGiftIdeas.com,1888.95,2084
10332,"AV Stores, Co.",1152.58,2072
10346,Signal Gift Stores,2492.88,2061
10368,Mini Gifts Distributors Ltd.,1991.6,2011
10380,Euro Shopping Channel,3953.18,1984
10407,The Sharp Gifts Warehouse,3729.39,1919
10420,Souveniers And Things Co.,2617.16,1883
10105,Danish Wholesale Imports,3983.5,2722
10119,Salzburg Collectables,3169.95,2647
10129,"Stylish Desk Decors, Co.",3899.5,2603
10143,Mini Creations Ltd.,1851.73,2545
10155,"Toys of Finland, Co.",2513.41,2489
10167,Scandinavian Gift Ideas,2431.94,2473
10178,Alpha Cognac,1514.52,2458
10186,"Double Decker Gift Stores, Ltd",3079.44,2453
10197,Enaco Distributors,1900.36,2442
10222,Collectable Mini Designs Co.,3703.46,2358
10248,Land of Toys Inc.,1755.13,2282
10262,Euro Shopping Channel,4273.29,2235
10273,Petit Auto,3984.96,2209
10283,"Royal Canadian Collectables, Ltd.",2407.68,2180
10296,"Bavarian Collectables Imports, Co.",1697.3,2155
10307,"Classic Gift Ideas, Inc",2011.02,2127
10316,giftsbymail.co.uk,2306.25,2110
10326,"Volvo Model Replicas, Co",1845.0,2103
10339,"Tokyo Collectables, Ltd",2493.12,2090
10350,Euro Shopping Channel,1508.5,2082
10373,"Oulu Toy Supplies, Inc.",2394.3,2023
10385,Mini Gifts Distributors Ltd.,3164.98,1996
10396,Mini Gifts Distributors Ltd.,3351.09,1973
10400,The Sharp Gifts Warehouse,3064.32,1965
10414,Gifts4AllAges.com,3891.81,1931
10108,Cruz & Sons Co.,5448.8,2727
10122,Marseille Mini Autos,5494.97,2662
10135,Mini Gifts Distributors Ltd.,6336.07,2608
10147,Collectables For Less Inc.,2906.97,2544
10170,Mini Auto Werke,3819.56,2485
10181,Herkku Gifts,3861.75,2478
10192,Online Diecast Creations Co.,6319.35,2471
10203,Euro Shopping Channel,6996.42,2460
10212,Euro Shopping Channel,6949.67,2416
10225,"Vida Sport, Ltd",4550.0,2380
10239,"Oulu Toy Supplies, Inc.",4479.63,2332
10253,"UK Collectables, Ltd.",5148.0,2283
10266,L'ordine Souveniers,2932.08,2249
10278,Signal Gift Stores,3159.75,2219
10287,"Vida Sport, Ltd",4297.32,2196
10301,"Norway Gifts By Mail, Co.",7723.5,2526
10310,"Toms Spezialitten, Ltd",5497.65,2151
10321,FunGiftIdeas.com,4052.88,2133
10331,Motor Mint Distributors Inc.,3135.93,2121
10342,"Australian Collectors, Co.",5013.54,2115
10355,Euro Shopping Channel,5302.72,2103
10363,Suominen Souveniers,2931.98,2074
10378,Euro Shopping Channel,1757.91,2040
10390,Mini Gifts Distributors Ltd.,6763.05,2018
10405,Mini Caravy,11739.7,1978
10419,Salzburg Collectables,9240.0,1946
10106,Rovelli Gifts,3241.5,2767
10119,Salzburg Collectables,1968.12,2698
10131,Gift Ideas Corp.,4094.5,2650
10143,Mini Creations Ltd.,1853.32,2596
10155,"Toys of Finland, Co.",3392.84,2540
10168,Technics Stores Inc.,1971.54,2519
10178,Alpha Cognac,2169.9,2509
10198,Cruz & Sons Co.,2846.17,2491
10210,Osaka Souveniers Co.,2018.4,2446
10222,Collectable Mini Designs Co.,2718.72,2409
10235,"Royal Canadian Collectables, Ltd.",1981.65,2368
10250,The Sharp Gifts Warehouse,3002.4,2330
10262,Euro Shopping Channel,2948.16,2287
10275,La Rochelle Gifts,3357.49,2259
10284,"Norway Gifts By Mail, Co.",1175.16,2231
10296,"Bavarian Collectables Imports, Co.",2292.8,2207
10308,Mini Classics,3286.49,2178
10316,giftsbymail.co.uk,2333.7,2162
10328,Rovelli Gifts,2675.05,2152
10339,"Tokyo Collectables, Ltd",4361.4,2142
10351,"Stylish Desk Decors, Co.",2018.58,2133
10361,Souveniers And Things Co.,3710.98,2120
10373,"Oulu Toy Supplies, Inc.",2847.0,2076
10386,Euro Shopping Channel,3006.12,2047
10398,Reims Collectables,2797.84,2019
10401,Tekni Collectables Inc.,3843.2,2016
10416,L'ordine Souveniers,1351.08,1980
10100,Online Diecast Creations Co.,1689.03,2836
10110,"AV Stores, Co.",1654.56,2766
10124,Signal Gift Stores,1528.58,2703
10149,Signal Collectibles Ltd.,1013.48,2590
10173,Rovelli Gifts,1163.05,2537
10182,Mini Gifts Distributors Ltd.,971.98,2531
10193,"Australian Collectables, Ltd",902.66,2523
10204,Muscle Machine Inc,1295.97,2513
10214,"Corrida Auto Replicas, Ltd",1534.72,2459
10227,"Saveley & Henriot, Co.",1185.3,2425
10242,Microscale Inc.,1698.78,2377
10280,Amica Models & Co.,1381.05,2259
10288,Handji Gifts& Co,1340.46,2245
10303,"Iberia Gift Imports, Corp.",965.04,2211
10312,Mini Gifts Distributors Ltd.,1093.99,2197
10332,"AV Stores, Co.",3166.84,2171
10346,Signal Gift Stores,2143.68,2160
10368,Mini Gifts Distributors Ltd.,1717.64,2110
10380,Euro Shopping Channel,4086.29,2083
10408,"Tokyo Collectables, Ltd",553.95,2018
10420,Souveniers And Things Co.,652.35,1982
10104,Euro Shopping Channel,2921.62,2832
10115,Classic Legends Inc.,5568.64,2770
10127,Muscle Machine Inc,1939.8,2711
10141,Suominen Souveniers,3784.8,2653
10152,"Australian Gift Network, Co",2802.09,2599
10165,"Dragon Souveniers, Ltd.",2384.64,2573
10176,L'ordine Souveniers,2915.66,2559
10184,"Iberia Gift Imports, Corp.",5795.72,2552
10195,Mini Classics,3699.88,2542
10207,Diecast Collectables,2980.6,2529
10220,"Clover Collections, Co.",5032.74,2465
10230,"Blauer See Auto, Co.",4737.15,2435
10246,Euro Shopping Channel,6311.2,2385
10271,Mini Gifts Distributors Ltd.,3070.54,2310
10282,Mini Gifts Distributors Ltd.,4797.39,2280
10292,Land of Toys Inc.,3832.38,2262
10305,Marta's Replicas Co.,4641.48,2228
10314,Heintze Collectables,4000.26,2220
10325,Baane Mini Imports,5325.76,2207
10336,"La Corne D'abondance, Co.",4618.69,2193
10349,Muscle Machine Inc,3182.97,2183
10359,Reims Collectables,2603.04,2170
10371,Mini Gifts Distributors Ltd.,1408.96,2132
10383,Euro Shopping Channel,1972.11,2103
10394,Euro Shopping Channel,5207.75,2082
10412,Euro Shopping Channel,4253.2,2034
10103,Baane Mini Imports,2873.0,2860
10126,"Corrida Auto Replicas, Ltd",3576.12,2742
10139,Souveniers And Things Co.,3276.13,2694
10149,Signal Collectibles Ltd.,1811.4,2637
10163,Classic Legends Inc.,3845.1,2600
10173,Rovelli Gifts,2571.14,2585
10183,"Classic Gift Ideas, Inc",5035.11,2578
10193,"Australian Collectables, Ltd",2279.0,2571
10206,Canadian Gift Exchange Network,3213.87,2558
10215,West Coast Collectables Co.,3532.23,2504
10228,Cambridge Collectables Co.,3406.59,2465
10244,Euro Shopping Channel,3467.2,2416
10257,The Sharp Gifts Warehouse,3628.94,2371
10269,Salzburg Collectables,4674.72,2340
10280,Amica Models & Co.,1656.69,2309
10290,Auto-Moto Classics Inc.,5171.4,2289
10304,Auto Assoc. & Cie.,3342.57,2256
10312,Mini Gifts Distributors Ltd.,4884.88,2247
10324,Vitachrome Inc.,6267.69,2233
10348,"Corrida Auto Replicas, Ltd",1962.09,2238
10358,Euro Shopping Channel,6847.0,2200
10369,Collectables For Less Inc.,3476.8,2160
10382,Mini Gifts Distributors Ltd.,4592.61,2133
10423,Petit Auto,2208.92,2031
10106,Rovelli Gifts,1657.76,2865
10120,"Australian Collectors, Co.",2479.21,2795
10133,Euro Shopping Channel,3565.92,2737
10145,Toys4GrownUps.com,2797.41,2679
10168,Technics Stores Inc.,3756.0,2616
10210,Osaka Souveniers Co.,2840.0,2541
10223,"Australian Collectors, Co.",1716.26,2503
10235,"Royal Canadian Collectables, Ltd.",3245.6,2463
10250,The Sharp Gifts Warehouse,2760.94,2425
10263,Gift Depot Inc.,1808.4,2378
10275,La Rochelle Gifts,1682.37,2354
10284,"Norway Gifts By Mail, Co.",1491.0,2326
10297,"Clover Collections, Co.",1666.35,2301
10308,Mini Classics,3666.08,2273
10317,Technics Stores Inc.,2916.2,2256
10328,Rovelli Gifts,2616.98,2247
10340,Enaco Distributors,3390.8,2236
10353,Gift Ideas Corp.,3146.5,2227
10361,Souveniers And Things Co.,1561.5,2215
10375,La Rochelle Gifts,10039.6,2168
10386,Euro Shopping Channel,3167.0,2142
10398,Reims Collectables,3521.25,2114
10401,Tekni Collectables Inc.,4219.28,2111
10416,L'ordine Souveniers,3581.76,2075
10108,Cruz & Sons Co.,2130.01,2875
10122,Marseille Mini Autos,2063.06,2810
10135,Mini Gifts Distributors Ltd.,2008.13,2756
10147,Collectables For Less Inc.,2004.77,2692
10169,"Anna's Decorations, Ltd",2269.92,2633
10180,Daedalus Designs Imports,1991.92,2627
10191,"Toms Spezialitten, Ltd",2916.76,2619
10211,Auto Canal Petit,2027.52,2564
10225,"Vida Sport, Ltd",3235.18,2527
10238,Danish Wholesale Imports,2062.94,2482
10252,Auto Canal Petit,3317.78,2436
10264,Gifts4AllAges.com,3913.69,2402
10276,Online Mini Collectables,3608.64,2370
10287,"Vida Sport, Ltd",3524.8,2343
10299,"Toys of Finland, Co.",2586.88,2313
10310,"Toms Spezialitten, Ltd",4753.49,2298
10319,Microscale Inc.,3684.67,2281
10331,Motor Mint Distributors Inc.,5715.4,2268
10343,Reims Collectables,3098.7,2262
10355,Euro Shopping Channel,2670.92,2250
10363,Suominen Souveniers,5154.41,2221
10378,Euro Shopping Channel,4894.17,2187
10390,Mini Gifts Distributors Ltd.,2472.6,2165
10103,Baane Mini Imports,3224.31,2931
10114,"La Corne D'abondance, Co.",3667.52,2870
10126,"Corrida Auto Replicas, Ltd",4141.33,2814
10140,Technics Stores Inc.,2829.58,2758
10151,"Oulu Toy Supplies, Inc.",3068.55,2700
10164,Mini Auto Werke,2634.96,2671
10175,"Stylish Desk Decors, Co.",2436.72,2656
10184,"Iberia Gift Imports, Corp.",4607.36,2649
10194,"Saveley & Henriot, Co.",3598.99,2639
10207,Diecast Collectables,3964.1,2626
10217,Handji Gifts& Co,2244.9,2570
10229,Mini Gifts Distributors Ltd.,2793.0,2536
10245,Super Scale Inc.,4133.64,2483
10259,Handji Gifts& Co,3900.6,2442
10270,Souveniers And Things Co.,2743.04,2409
10281,Diecast Classics Inc.,2402.07,2379
10291,Scandinavian Gift Ideas,2178.54,2360
10305,Marta's Replicas Co.,3155.04,2326
10313,Canadian Gift Exchange Network,2366.28,2318
10324,Vitachrome Inc.,1963.6,2305
10335,Mini Gifts Distributors Ltd.,4746.28,2292
10348,"Corrida Auto Replicas, Ltd",6386.94,2311
10358,Euro Shopping Channel,4428.0,2273
10371,Mini Gifts Distributors Ltd.,4044.04,2230
10382,Mini Gifts Distributors Ltd.,2708.42,2206
10411,Quebec Home Shopping Network,2904.72,2133
10425,La Rochelle Gifts,3553.88,2104
10107,Land of Toys Inc.,1858.0,2932
10120,"Australian Collectors, Co.",2461.36,2869
10133,Euro Shopping Channel,2642.01,2811
10145,Toys4GrownUps.com,3098.7,2753
10168,Technics Stores Inc.,3244.36,2690
10188,Herkku Gifts,4351.16,2670
10210,Osaka Souveniers Co.,3675.86,2616
10223,"Australian Collectors, Co.",2475.27,2578
10235,"Royal Canadian Collectables, Ltd.",4177.49,2538
10250,The Sharp Gifts Warehouse,3282.28,2500
10263,Gift Depot Inc.,2477.21,2453
10275,La Rochelle Gifts,1883.93,2429
10285,Marta's Replicas Co.,3658.93,2395
10297,"Clover Collections, Co.",2856.88,2376
10308,Mini Classics,1917.84,2348
10318,Diecast Classics Inc.,5305.36,2331
10329,Land of Toys Inc.,2875.95,2319
10340,Enaco Distributors,6482.85,2311
10353,Gift Ideas Corp.,3733.82,2302
10363,Suominen Souveniers,6576.5,2270
10375,La Rochelle Gifts,6353.27,2243
10387,"Dragon Souveniers, Ltd.",4175.6,2216
10401,Tekni Collectables Inc.,4992.61,2185
10416,L'ordine Souveniers,4764.6,2149
10108,Cruz & Sons Co.,1173.15,2949
10122,Marseille Mini Autos,1384.46,2884
10135,Mini Gifts Distributors Ltd.,1327.59,2830
10145,Toys4GrownUps.com,1109.8,2777
10169,"Anna's Decorations, Ltd",1035.58,2707
10180,Daedalus Designs Imports,1545.64,2701
10190,Euro Shopping Channel,1517.54,2694
10211,Auto Canal Petit,1731.84,2638
10224,Daedalus Designs Imports,1695.49,2602
10237,Vitachrome Inc.,1045.98,2560
10252,Auto Canal Petit,1738.08,2510
10264,Gifts4AllAges.com,651.8,2476
10276,Online Mini Collectables,988.47,2444
10285,Marta's Replicas Co.,1518.11,2420
10299,"Toys of Finland, Co.",1013.76,2387
10310,"Toms Spezialitten, Ltd",1549.8,2372
10319,Microscale Inc.,1108.38,2355
10331,Motor Mint Distributors Inc.,4102.56,2342
10343,Reims Collectables,3713.16,2336
10355,Euro Shopping Channel,1513.54,2324
10364,Marseille Mini Autos,2317.44,2295
10378,Euro Shopping Channel,3298.4,2261
10390,Mini Gifts Distributors Ltd.,1826.96,2239
10403,"UK Collectables, Ltd.",1206.9,2205
10104,Euro Shopping Channel,1666.7,3004
10114,"La Corne D'abondance, Co.",1560.44,2945
10127,Muscle Machine Inc,2337.75,2883
10141,Suominen Souveniers,1103.76,2825
10151,"Oulu Toy Supplies, Inc.",2617.85,2775
10165,"Dragon Souveniers, Ltd.",2207.52,2745
10175,"Stylish Desk Decors, Co.",3165.5,2731
10184,"Iberia Gift Imports, Corp.",2071.41,2724
10195,Mini Classics,1385.28,2714
10207,Diecast Collectables,1621.62,2701
10219,Signal Collectibles Ltd.,1931.65,2639
10229,Mini Gifts Distributors Ltd.,1244.53,2611
10246,Euro Shopping Channel,1704.5,2557
10259,Handji Gifts& Co,1753.2,2517
10271,Mini Gifts Distributors Ltd.,1666.7,2483
10281,Diecast Classics Inc.,1710.89,2454
10292,Land of Toys Inc.,2326.5,2435
10305,Marta's Replicas Co.,2316.0,2401
10313,Canadian Gift Exchange Network,1727.1,2393
10325,Baane Mini Imports,8844.12,2380
10335,Mini Gifts Distributors Ltd.,2424.0,2367
10349,Muscle Machine Inc,1535.49,2356
10359,Reims Collectables,6358.68,2343
10371,Mini Gifts Distributors Ltd.,1329.4,2305
10383,Euro Shopping Channel,1701.76,2276
10394,Euro Shopping Channel,2259.72,2255
10412,Euro Shopping Channel,925.3,2207
10425,La Rochelle Gifts,482.13,2180
10104,Euro Shopping Channel,3227.63,3032
10116,Royale Belge,1711.26,2963
10127,Muscle Machine Inc,2054.36,2911
10142,Mini Gifts Distributors Ltd.,3131.94,2846
10152,"Australian Gift Network, Co",1681.35,2799
10165,"Dragon Souveniers, Ltd.",2351.36,2773
10176,L'ordine Souveniers,1408.0,2759
10184,"Iberia Gift Imports, Corp.",2445.6,2752
10195,Mini Classics,1804.44,2742
10207,Diecast Collectables,2544.75,2729
10220,"Clover Collections, Co.",1056.4,2665
10230,"Blauer See Auto, Co.",2801.4,2635
10247,Suominen Souveniers,1988.4,2585
10272,Diecast Classics Inc.,2908.35,2510
10282,Mini Gifts Distributors Ltd.,2147.4,2480
10292,Land of Toys Inc.,2099.63,2462
10306,"AV Stores, Co.",2315.18,2427
10314,Heintze Collectables,2327.15,2420
10325,Baane Mini Imports,5377.4,2407
10336,"La Corne D'abondance, Co.",2626.01,2393
10350,Euro Shopping Channel,4406.4,2382
10359,Reims Collectables,4301.22,2370
10371,Mini Gifts Distributors Ltd.,2986.5,2332
10383,Euro Shopping Channel,1587.08,2303
10394,Euro Shopping Channel,1808.4,2282
10413,Gift Depot Inc.,1193.04,2232
10103,Baane Mini Imports,3403.35,3060
10113,Mini Gifts Distributors Ltd.,1575.96,3005
10126,"Corrida Auto Replicas, Ltd",1630.2,2943
10140,Technics Stores Inc.,1701.28,2887
10150,"Dragon Souveniers, Ltd.",2850.82,2831
10164,Mini Auto Werke,2692.06,2800
10175,"Stylish Desk Decors, Co.",2174.42,2785
10183,"Classic Gift Ideas, Inc",3167.36,2779
10194,"Saveley & Henriot, Co.",2142.66,2768
10206,Canadian Gift Exchange Network,2117.52,2759
10217,Handji Gifts& Co,2419.95,2699
10229,Mini Gifts Distributors Ltd.,2191.2,2665
10245,Super Scale Inc.,3043.04,2612
10258,"Tokyo Collectables, Ltd",1228.2,2571
10270,Souveniers And Things Co.,1330.35,2538
10281,Diecast Classics Inc.,2792.52,2508
10291,Scandinavian Gift Ideas,2296.0,2489
10304,Auto Assoc. & Cie.,2629.44,2457
10313,Canadian Gift Exchange Network,1912.16,2447
10324,Vitachrome Inc.,8209.44,2434
10348,"Corrida Auto Replicas, Ltd",3139.99,2439
10358,Euro Shopping Channel,5669.64,2401
10370,"Anna's Decorations, Ltd",3160.25,2361
10382,Mini Gifts Distributors Ltd.,6799.68,2334
10411,Quebec Home Shopping Network,1867.32,2261
10424,Euro Shopping Channel,2702.04,2232
10106,Rovelli Gifts,2406.36,3067
10120,"Australian Collectors, Co.",2094.67,2997
10133,Euro Shopping Channel,2797.9,2939
10144,Royale Belge,1637.2,2893
10168,Technics Stores Inc.,2281.91,2818
10210,Osaka Souveniers Co.,2307.24,2743
10223,"Australian Collectors, Co.",1320.8,2705
10235,"Royal Canadian Collectables, Ltd.",2642.82,2665
10250,The Sharp Gifts Warehouse,3061.0,2627
10262,Euro Shopping Channel,3164.4,2584
10275,La Rochelle Gifts,1791.16,2556
10284,"Norway Gifts By Mail, Co.",4093.0,2528
10297,"Clover Collections, Co.",2234.4,2503
10308,Mini Classics,3037.84,2475
10316,giftsbymail.co.uk,1419.84,2459
10328,Rovelli Gifts,1948.08,2449
10340,Enaco Distributors,2307.24,2438
10353,Gift Ideas Corp.,1780.4,2429
10361,Souveniers And Things Co.,3544.17,2417
10375,La Rochelle Gifts,3619.44,2370
10388,FunGiftIdeas.com,3918.95,2342
10398,Reims Collectables,1483.02,2316
10401,Tekni Collectables Inc.,4819.26,2313
10416,L'ordine Souveniers,1591.72,2277
10108,Cruz & Sons Co.,3669.78,3077
10121,Reims Collectables,2168.5,3013
10135,Mini Gifts Distributors Ltd.,2694.0,2958
10145,Toys4GrownUps.com,3251.34,2905
10169,"Anna's Decorations, Ltd",3920.88,2835
10180,Daedalus Designs Imports,2514.6,2829
10190,Euro Shopping Channel,3600.24,2822
10211,Auto Canal Petit,4040.03,2766
10224,Daedalus Designs Imports,3336.9,2730
10237,Vitachrome Inc.,3113.64,2688
10252,Auto Canal Petit,2832.0,2638
10264,Gifts4AllAges.com,3330.98,2604
10276,Online Mini Collectables,4304.64,2572
10285,Marta's Replicas Co.,2600.26,2548
10299,"Toys of Finland, Co.",4382.16,2515
10309,Baane Mini Imports,4235.0,2501
10319,Microscale Inc.,2626.8,2483
10331,Motor Mint Distributors Inc.,5026.56,2470
10341,Salzburg Collectables,2201.62,2464
10355,Euro Shopping Channel,4326.8,2452
10365,Mini Creations Ltd.,3425.18,2422
10375,La Rochelle Gifts,4701.88,2396
10390,Mini Gifts Distributors Ltd.,2204.1,2367
10403,"UK Collectables, Ltd.",5189.4,2333
10106,Rovelli Gifts,1565.85,3115
10120,"Australian Collectors, Co.",2480.38,3045
10133,Euro Shopping Channel,1355.13,2987
10143,Mini Creations Ltd.,1246.44,2944
10156,Euro Shopping Channel,820.4,2886
10168,Technics Stores Inc.,2492.64,2867
10199,West Coast Collectables Co.,1113.6,2834
10210,Osaka Souveniers Co.,1763.86,2793
10223,"Australian Collectors, Co.",1896.66,2755
10235,"Royal Canadian Collectables, Ltd.",1449.35,2715
10250,The Sharp Gifts Warehouse,1869.48,2677
10262,Euro Shopping Channel,1860.53,2634
10275,La Rochelle Gifts,1724.82,2606
10284,"Norway Gifts By Mail, Co.",1713.69,2578
10296,"Bavarian Collectables Imports, Co.",1259.44,2554
10308,Mini Classics,2051.08,2525
10316,giftsbymail.co.uk,1617.38,2509
10328,Rovelli Gifts,1765.62,2499
10340,Enaco Distributors,2024.8,2488
10353,Gift Ideas Corp.,3288.4,2479
10361,Souveniers And Things Co.,2725.47,2467
10375,La Rochelle Gifts,3224.2,2420
10388,FunGiftIdeas.com,3211.38,2392
10398,Reims Collectables,1796.34,2366
10401,Tekni Collectables Inc.,1979.6,2363
10416,L'ordine Souveniers,1921.41,2327
10104,Euro Shopping Channel,3705.24,3158
10115,Classic Legends Inc.,2843.91,3096
10127,Muscle Machine Inc,6176.42,3037
10141,Suominen Souveniers,5500.44,2979
10151,"Oulu Toy Supplies, Inc.",3220.1,2929
10165,"Dragon Souveniers, Ltd.",4556.16,2899
10176,L'ordine Souveniers,3114.89,2885
10184,"Iberia Gift Imports, Corp.",4948.2,2878
10195,Mini Classics,5161.17,2868
10207,Diecast Collectables,2657.76,2855
10220,"Clover Collections, Co.",3983.05,2791
10230,"Blauer See Auto, Co.",3974.94,2761
10246,Euro Shopping Channel,2928.42,2711
10259,Handji Gifts& Co,3054.57,2671
10271,Mini Gifts Distributors Ltd.,3345.26,2637
10282,Mini Gifts Distributors Ltd.,4310.72,2607
10292,Land of Toys Inc.,4983.14,2589
10305,Marta's Replicas Co.,4618.32,2555
10314,Heintze Collectables,3403.12,2547
10325,Baane Mini Imports,5190.42,2534
10336,"La Corne D'abondance, Co.",3141.57,2520
10350,Euro Shopping Channel,2213.4,2509
10359,Reims Collectables,4896.7,2497
10371,Mini Gifts Distributors Ltd.,2714.4,2459
10383,Euro Shopping Channel,3087.05,2430
10395,Lyon Souveniers,5692.96,2407
10412,Euro Shopping Channel,3460.86,2361
10425,La Rochelle Gifts,1895.94,2334
10104,Euro Shopping Channel,1705.92,3186
10117,"Dragon Souveniers, Ltd.",1033.41,3112
10127,Muscle Machine Inc,3179.52,3065
10142,Mini Gifts Distributors Ltd.,2091.18,3000
10153,Euro Shopping Channel,1779.71,2950
10165,"Dragon Souveniers, Ltd.",2537.64,2927
10176,L'ordine Souveniers,2448.72,2913
10185,Mini Creations Ltd.,972.4,2906
10196,Super Scale Inc.,2856.14,2895
10208,"Saveley & Henriot, Co.",1968.3,2859
10220,"Clover Collections, Co.",2056.2,2819
10230,"Blauer See Auto, Co.",2242.02,2789
10247,Suominen Souveniers,3128.65,2739
10272,Diecast Classics Inc.,2443.26,2664
10282,Mini Gifts Distributors Ltd.,2470.86,2634
10292,Land of Toys Inc.,1927.45,2616
10306,"AV Stores, Co.",2051.56,2581
10314,Heintze Collectables,2337.38,2574
10325,Baane Mini Imports,5932.96,2561
10337,Classic Legends Inc.,2296.77,2546
10350,Euro Shopping Channel,6490.88,2536
10359,Reims Collectables,1623.25,2524
10372,"Tokyo Collectables, Ltd",1405.92,2483
10383,Euro Shopping Channel,2282.28,2457
10395,Lyon Souveniers,8977.05,2434
10413,Gift Depot Inc.,3256.35,2386
10108,Cruz & Sons Co.,2821.66,3181
10121,Reims Collectables,3293.4,3117
10135,Mini Gifts Distributors Ltd.,4224.0,3062
10145,Toys4GrownUps.com,3091.68,3009
10169,"Anna's Decorations, Ltd",3866.4,2939
10180,Daedalus Designs Imports,1964.76,2933
10190,Euro Shopping Channel,2668.8,2926
10211,Auto Canal Petit,3222.0,2870
10224,Daedalus Designs Imports,3864.5,2834
10237,Vitachrome Inc.,1366.8,2792
10252,Auto Canal Petit,3475.68,2742
10264,Gifts4AllAges.com,4206.5,2708
10276,Online Mini Collectables,1486.38,2676
10285,Marta's Replicas Co.,3077.88,2652
10299,"Toys of Finland, Co.",3544.2,2619
10309,Baane Mini Imports,2483.04,2605
10319,Microscale Inc.,3478.05,2587
10331,Motor Mint Distributors Inc.,3657.8,2574
10341,Salzburg Collectables,4682.36,2568
10356,Lyon Souveniers,3937.7,2554
10365,Mini Creations Ltd.,4984.32,2526
10375,La Rochelle Gifts,5406.66,2500
10390,Mini Gifts Distributors Ltd.,3491.18,2471
10403,"UK Collectables, Ltd.",2118.54,2437
10105,Danish Wholesale Imports,2897.47,3225
10119,Salzburg Collectables,1916.75,3150
10129,"Stylish Desk Decors, Co.",1860.0,3106
10142,Mini Gifts Distributors Ltd.,2624.0,3050
10153,Euro Shopping Channel,2780.81,3000
10167,Scandinavian Gift Ideas,3239.62,2976
10177,CAF Imports,1824.0,2962
10185,Mini Creations Ltd.,1134.0,2956
10197,Enaco Distributors,1487.41,2945
10208,"Saveley & Henriot, Co.",2837.46,2909
10222,Collectable Mini Designs Co.,1942.77,2862
10233,Tekni Collectables Inc.,2544.12,2825
10248,Land of Toys Inc.,2568.24,2787
10261,Quebec Home Shopping Network,2108.0,2747
10273,Petit Auto,1372.14,2714
